bill_id,date,chamber,sequence,action
1890945,2024-11-12,House,1,Filed
1890945,2025-03-06,House,2,"Read first time"
1890945,2025-03-06,House,3,"Referred to Elections"
1890946,2024-11-12,House,1,Filed
1890946,2025-03-04,House,2,"Read first time"
1890946,2025-03-04,House,3,"Referred to Licensing & Administrative Procedures"
1890947,2024-11-12,House,1,Filed
1890947,2025-03-03,House,2,"Read first time"
1890947,2025-03-03,House,3,"Referred to Public Education"
1890948,2024-11-12,House,1,Filed
1890948,2025-03-05,House,2,"Read first time"
1890948,2025-03-05,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1890949,2024-11-12,House,1,Filed
1890949,2025-03-07,House,2,"Read first time"
1890949,2025-03-07,House,3,"Referred to Elections"
1890950,2024-11-12,House,1,Filed
1890950,2025-03-05,House,2,"Read first time"
1890950,2025-03-05,House,3,"Referred to Public Health"
1890951,2024-11-12,House,1,Filed
1890951,2025-02-28,House,2,"Read first time"
1890951,2025-02-28,House,3,"Referred to Public Health"
1890952,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890952,2024-11-12,Senate,2,Filed
1890952,2025-02-03,Senate,3,"Read first time"
1890952,2025-02-03,Senate,4,"Referred to State Affairs"
1890953,2024-11-12,House,1,Filed
1890953,2025-02-27,House,2,"Read first time"
1890953,2025-02-27,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1890953,2025-03-19,House,4,"Scheduled for public hearing on . . ."
1890954,2024-11-12,House,1,Filed
1890954,2025-02-28,House,2,"Read first time"
1890954,2025-02-28,House,3,"Referred to Public Health"
1890955,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890955,2024-11-12,Senate,2,Filed
1890955,2025-02-03,Senate,3,"Read first time"
1890955,2025-02-03,Senate,4,"Referred to Natural Resources"
1890956,2024-11-12,House,1,Filed
1890956,2025-03-06,House,2,"Read first time"
1890956,2025-03-06,House,3,"Referred to Public Education"
1890957,2024-11-12,House,1,Filed
1890957,2025-03-04,House,2,"Read first time"
1890957,2025-03-04,House,3,"Referred to Human Services"
1890957,2025-03-18,House,4,"Scheduled for public hearing on . . ."
1890958,2024-11-12,House,1,Filed
1890958,2025-03-07,House,2,"Read first time"
1890958,2025-03-07,House,3,"Referred to Trade, Workforce & Economic Development"
1890959,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890959,2024-11-12,Senate,2,Filed
1890959,2025-02-03,Senate,3,"Read first time"
1890959,2025-02-03,Senate,4,"Referred to Finance"
1890960,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890960,2024-11-12,Senate,2,Filed
1890960,2025-02-03,Senate,3,"Read first time"
1890960,2025-02-03,Senate,4,"Referred to Health & Human Services"
1890961,2024-11-12,House,1,Filed
1890961,2025-03-10,House,2,"Read first time"
1890961,2025-03-10,House,3,"Referred to Public Education"
1890962,2024-11-12,House,1,Filed
1890962,2025-03-07,House,2,"Read first time"
1890962,2025-03-07,House,3,"Referred to Elections"
1890963,2024-11-12,House,1,Filed
1890963,2025-03-10,House,2,"Read first time"
1890963,2025-03-10,House,3,"Referred to Elections"
1890964,2024-11-12,House,1,Filed
1890964,2025-03-06,House,2,"Read first time"
1890964,2025-03-06,House,3,"Referred to Ways & Means"
1890965,2024-11-12,House,1,Filed
1890965,2025-03-05,House,2,"Read first time"
1890965,2025-03-05,House,3,"Referred to Criminal Jurisprudence"
1890966,2024-11-12,House,1,Filed
1890966,2025-02-27,House,2,"Read first time"
1890966,2025-02-27,House,3,"Referred to Judiciary & Civil Jurisprudence"
1890967,2024-11-12,House,1,Filed
1890967,2025-02-28,House,2,"Read first time"
1890967,2025-02-28,House,3,"Referred to Criminal Jurisprudence"
1890968,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890968,2024-11-12,Senate,2,Filed
1890968,2025-02-03,Senate,3,"Read first time"
1890968,2025-02-03,Senate,4,"Referred to State Affairs"
1890968,2025-02-13,Senate,5,"Co-author authorized"
1890969,2024-11-12,House,1,Filed
1890969,2025-03-05,House,2,"Read first time"
1890969,2025-03-05,House,3,"Referred to Judiciary & Civil Jurisprudence"
1890969,2025-03-19,House,4,"Scheduled for public hearing on . . ."
1890970,2024-11-12,House,1,Filed
1890970,2025-02-28,House,2,"Read first time"
1890970,2025-02-28,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1890971,2024-11-12,House,1,Filed
1890971,2025-03-03,House,2,"Read first time"
1890971,2025-03-03,House,3,"Referred to Public Education"
1890972,2024-11-12,House,1,Filed
1890972,2025-03-04,House,2,"Read first time"
1890972,2025-03-04,House,3,"Referred to State Affairs"
1890973,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890973,2024-11-12,Senate,2,Filed
1890973,2025-02-03,Senate,3,"Read first time"
1890973,2025-02-03,Senate,4,"Referred to Health & Human Services"
1890974,2024-11-12,House,1,Filed
1890974,2025-03-07,House,2,"Read first time"
1890974,2025-03-07,House,3,"Referred to s/c on Academic & Career-Oriented Education by Speaker"
1890975,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890975,2024-11-12,Senate,2,Filed
1890975,2025-02-03,Senate,3,"Read first time"
1890975,2025-02-03,Senate,4,"Referred to Education K-16"
1890975,2025-02-19,Senate,5,"Rereferred to committee"
1890975,2025-02-19,Senate,6,"Referred to Health & Human Services"
1890975,2025-02-26,Senate,7,"Scheduled for public hearing on . . ."
1890975,2025-02-26,Senate,8,"Considered in public hearing"
1890975,2025-02-26,Senate,9,"Testimony taken in committee"
1890975,2025-02-26,Senate,10,"Left pending in committee"
1890975,2025-02-27,Senate,11,"Co-author authorized"
1890975,2025-03-04,Senate,12,"Co-author authorized"
1890975,2025-03-05,Senate,13,"Considered in public hearing"
1890975,2025-03-05,Senate,14,"Vote taken in committee"
1890975,2025-03-10,Senate,15,"Reported favorably as substituted"
1890975,2025-03-10,Senate,16,"Committee report printed and distributed"
1890975,2025-03-11,Senate,17,"Placed on intent calendar"
1890975,2025-03-12,Senate,18,"Co-author authorized"
1890975,2025-03-12,Senate,19,"Rules suspended-Constitutional 60-Day"
1890975,2025-03-12,Senate,20,"Rules suspended-Regular order of business"
1890975,2025-03-12,Senate,21,"Vote recorded in Journal"
1890975,2025-03-12,Senate,22,"Read 2nd time"
1890975,2025-03-12,Senate,23,"Amendment(s) offered FA1 Miles"
1890975,2025-03-12,Senate,24,"Amendment fails of adoption"
1890975,2025-03-12,Senate,25,"Record vote"
1890975,2025-03-12,Senate,26,"Amendment(s) offered FA2 Miles"
1890975,2025-03-12,Senate,27,Amended
1890975,2025-03-12,Senate,28,"Vote recorded in Journal"
1890975,2025-03-12,Senate,29,"Passed to engrossment as amended"
1890975,2025-03-12,Senate,30,"Vote recorded in Journal"
1890975,2025-03-12,Senate,31,"Three day rule suspended"
1890975,2025-03-12,Senate,32,"Record vote"
1890975,2025-03-12,Senate,33,"Read 3rd time"
1890975,2025-03-12,Senate,34,Passed
1890975,2025-03-12,Senate,35,"Record vote"
1890975,2025-03-12,Senate,36,"Reported engrossed"
1890975,2025-03-13,House,37,"Received from the Senate"
1890976,2024-11-12,House,1,Filed
1890976,2025-02-27,House,2,"Read first time"
1890976,2025-02-27,House,3,"Referred to s/c on Property Tax Appraisals by Speaker"
1890977,2024-11-12,House,1,Filed
1890977,2025-02-27,House,2,"Read first time"
1890977,2025-02-27,House,3,"Referred to State Affairs"
1890978,2024-11-12,House,1,Filed
1890978,2025-02-27,House,2,"Read first time"
1890978,2025-02-27,House,3,"Referred to Appropriations"
1890979,2024-11-12,House,1,Filed
1890979,2025-03-06,House,2,"Read first time"
1890979,2025-03-06,House,3,"Referred to Human Services"
1890980,2024-11-12,House,1,Filed
1890980,2025-02-28,House,2,"Read first time"
1890980,2025-02-28,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1890981,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890981,2024-11-12,Senate,2,Filed
1890981,2025-02-03,Senate,3,"Read first time"
1890981,2025-02-03,Senate,4,"Referred to Water, Agriculture, & Rural Affairs"
1890982,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890982,2024-11-12,Senate,2,Filed
1890982,2025-02-03,Senate,3,"Read first time"
1890982,2025-02-03,Senate,4,"Referred to Health & Human Services"
1890983,2024-11-12,House,1,Filed
1890983,2025-03-03,House,2,"Read first time"
1890983,2025-03-03,House,3,"Referred to State Affairs"
1890984,2024-11-12,House,1,Filed
1890984,2025-02-27,House,2,"Read first time"
1890984,2025-02-27,House,3,"Referred to Intergovernmental Affairs"
1890985,2024-11-12,House,1,Filed
1890985,2025-03-04,House,2,"Read first time"
1890985,2025-03-04,House,3,"Referred to Trade, Workforce & Economic Development"
1890986,2024-11-12,House,1,Filed
1890986,2025-03-07,House,2,"Read first time"
1890986,2025-03-07,House,3,"Referred to Trade, Workforce & Economic Development"
1890986,2025-03-19,House,4,"Scheduled for public hearing on . . ."
1890987,2024-11-12,House,1,Filed
1890987,2025-03-06,House,2,"Read first time"
1890987,2025-03-06,House,3,"Referred to Public Education"
1890988,2024-11-12,House,1,Filed
1890988,2025-02-28,House,2,"Read first time"
1890988,2025-02-28,House,3,"Referred to Intergovernmental Affairs"
1890988,2025-03-18,House,4,"Scheduled for public hearing on . . ."
1890989,2024-11-12,House,1,Filed
1890989,2025-03-10,House,2,"Read first time"
1890989,2025-03-10,House,3,"Referred to Higher Education"
1890990,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890990,2024-11-12,Senate,2,Filed
1890990,2025-02-03,Senate,3,"Read first time"
1890990,2025-02-03,Senate,4,"Referred to Finance"
1890990,2025-03-05,Senate,5,"Scheduled for public hearing on . . ."
1890990,2025-03-05,Senate,6,"Considered in public hearing"
1890990,2025-03-05,Senate,7,"Testimony taken in committee"
1890990,2025-03-05,Senate,8,"Vote taken in committee"
1890990,2025-03-10,Senate,9,"Reported favorably as substituted"
1890990,2025-03-10,Senate,10,"Committee report printed and distributed"
1890990,2025-03-11,Senate,11,"Placed on intent calendar"
1890990,2025-03-11,Senate,12,"Corrected comm. report printed & distributed"
1890990,2025-03-12,Senate,13,"Co-author authorized"
1890990,2025-03-12,Senate,14,"Rules suspended-Constitutional 60-Day"
1890990,2025-03-12,Senate,15,"Rules suspended-Regular order of business"
1890990,2025-03-12,Senate,16,"Vote recorded in Journal"
1890990,2025-03-12,Senate,17,"Read 2nd time"
1890990,2025-03-12,Senate,18,"Amendment(s) offered FA1 Huffman"
1890990,2025-03-12,Senate,19,Amended
1890990,2025-03-12,Senate,20,"Vote recorded in Journal"
1890990,2025-03-12,Senate,21,"Passed to engrossment as amended"
1890990,2025-03-12,Senate,22,"Vote recorded in Journal"
1890990,2025-03-12,Senate,23,"Three day rule suspended"
1890990,2025-03-12,Senate,24,"Record vote"
1890990,2025-03-12,Senate,25,"Read 3rd time"
1890990,2025-03-12,Senate,26,Passed
1890990,2025-03-12,Senate,27,"Record vote"
1890990,2025-03-14,Senate,28,"Statement(s) submitted"
1890990,2025-03-12,Senate,29,"Reported engrossed"
1890990,2025-03-13,House,30,"Received from the Senate"
1890991,2024-11-12,House,1,Filed
1890991,2025-03-07,House,2,"Read first time"
1890991,2025-03-07,House,3,"Referred to Appropriations"
1890992,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890992,2024-11-12,Senate,2,Filed
1890992,2025-02-03,Senate,3,"Read first time"
1890992,2025-02-03,Senate,4,"Referred to Health & Human Services"
1890993,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890993,2024-11-12,Senate,2,Filed
1890993,2025-02-03,Senate,3,"Read first time"
1890993,2025-02-03,Senate,4,"Referred to Local Government"
1890993,2025-03-10,Senate,5,"Scheduled for public hearing on . . ."
1890993,2025-03-10,Senate,6,"Considered in public hearing"
1890993,2025-03-10,Senate,7,"Testimony taken in committee"
1890993,2025-03-10,Senate,8,"Left pending in committee"
1890993,2025-03-13,Senate,9,"Considered in public hearing"
1890993,2025-03-13,Senate,10,"Vote taken in committee"
1890995,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890995,2024-11-12,Senate,2,Filed
1890995,2025-02-03,Senate,3,"Read first time"
1890995,2025-02-03,Senate,4,"Referred to State Affairs"
1890996,2024-11-12,House,1,Filed
1890996,2025-02-28,House,2,"Read first time"
1890996,2025-02-28,House,3,"Referred to Land & Resource Management"
1890997,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890997,2024-11-12,Senate,2,Filed
1890997,2025-02-03,Senate,3,"Read first time"
1890997,2025-02-03,Senate,4,"Referred to Education K-16"
1890998,2024-11-12,House,1,Filed
1890998,2025-03-07,House,2,"Read first time"
1890998,2025-03-07,House,3,"Referred to Public Education"
1890999,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890999,2024-11-12,Senate,2,Filed
1890999,2025-02-03,Senate,3,"Read first time"
1890999,2025-02-03,Senate,4,"Referred to Education K-16"
1891000,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891000,2024-11-12,Senate,2,Filed
1891000,2025-02-03,Senate,3,"Read first time"
1891000,2025-02-03,Senate,4,"Referred to Health & Human Services"
1891001,2024-11-12,House,1,Filed
1891001,2025-03-07,House,2,"Read first time"
1891001,2025-03-07,House,3,"Referred to Public Education"
1891002,2024-11-12,House,1,Filed
1891002,2025-02-27,House,2,"Read first time"
1891002,2025-02-27,House,3,"Referred to Higher Education"
1891003,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891003,2024-11-12,Senate,2,Filed
1891003,2025-02-03,Senate,3,"Read first time"
1891003,2025-02-03,Senate,4,"Referred to State Affairs"
1891004,2024-11-12,House,1,Filed
1891004,2025-03-05,House,2,"Read first time"
1891004,2025-03-05,House,3,"Referred to Trade, Workforce & Economic Development"
1891005,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891005,2024-11-12,Senate,2,Filed
1891005,2025-02-03,Senate,3,"Read first time"
1891005,2025-02-03,Senate,4,"Referred to Education K-16"
1891005,2025-02-27,Senate,5,"Scheduled for public hearing on . . ."
1891005,2025-02-27,Senate,6,"Considered in public hearing"
1891005,2025-02-27,Senate,7,"Testimony taken in committee"
1891005,2025-02-27,Senate,8,"Left pending in committee"
1891005,2025-03-13,Senate,9,"Considered in public hearing"
1891005,2025-03-13,Senate,10,"Vote taken in committee"
1891006,2024-11-12,House,1,Filed
1891006,2025-03-03,House,2,"Read first time"
1891006,2025-03-03,House,3,"Referred to Trade, Workforce & Economic Development"
1891006,2025-03-19,House,4,"Scheduled for public hearing on . . ."
1891007,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891007,2024-11-12,Senate,2,Filed
1891007,2025-02-03,Senate,3,"Read first time"
1891007,2025-02-03,Senate,4,"Referred to Local Government"
1891008,2024-11-12,House,1,Filed
1891008,2025-02-28,House,2,"Read first time"
1891008,2025-02-28,House,3,"Referred to Higher Education"
1891009,2024-11-12,House,1,Filed
1891009,2025-03-03,House,2,"Read first time"
1891009,2025-03-03,House,3,"Referred to Public Health"
1891010,2024-11-12,House,1,Filed
1891010,2025-03-03,House,2,"Read first time"
1891010,2025-03-03,House,3,"Referred to s/c on County & Regional Government by Speaker"
1891011,2024-11-12,House,1,Filed
1891011,2025-02-27,House,2,"Read first time"
1891011,2025-02-27,House,3,"Referred to Trade, Workforce & Economic Development"
1891012,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891012,2024-11-12,Senate,2,Filed
1891012,2025-02-03,Senate,3,"Read first time"
1891012,2025-02-03,Senate,4,"Referred to Criminal Justice"
1891013,2024-11-12,House,1,Filed
1891013,2025-02-28,House,2,"Read first time"
1891013,2025-02-28,House,3,"Referred to Transportation"
1891014,2024-11-12,House,1,Filed
1891014,2025-03-06,House,2,"Read first time"
1891014,2025-03-06,House,3,"Referred to Public Education"
1891015,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891015,2024-11-12,Senate,2,Filed
1891015,2025-02-03,Senate,3,"Read first time"
1891015,2025-02-03,Senate,4,"Referred to Health & Human Services"
1891016,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891016,2024-11-12,Senate,2,Filed
1891016,2025-02-03,Senate,3,"Read first time"
1891016,2025-02-03,Senate,4,"Referred to State Affairs"
1891017,2024-11-12,House,1,Filed
1891017,2025-03-10,House,2,"Read first time"
1891017,2025-03-10,House,3,"Referred to Delivery of Government Efficiency"
1891018,2024-11-12,House,1,Filed
1891018,2025-03-05,House,2,"Referred to s/c on State-Federal Relations by Speaker"
1891019,2024-11-12,House,1,Filed
1891019,2025-03-07,House,2,"Read first time"
1891019,2025-03-07,House,3,"Referred to Intergovernmental Affairs"
1891020,2024-11-12,House,1,Filed
1891020,2025-02-27,House,2,"Read first time"
1891020,2025-02-27,House,3,"Referred to State Affairs"
1891021,2024-11-12,House,1,Filed
1891021,2025-03-06,House,2,"Read first time"
1891021,2025-03-06,House,3,"Referred to State Affairs"
1891022,2024-11-12,House,1,Filed
1891022,2025-03-06,House,2,"Read first time"
1891022,2025-03-06,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1891023,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891023,2024-11-12,Senate,2,Filed
1891023,2025-02-03,Senate,3,"Read first time"
1891023,2025-02-03,Senate,4,"Referred to Local Government"
1891024,2024-11-12,House,1,Filed
1891024,2025-02-27,House,2,"Read first time"
1891024,2025-02-27,House,3,"Referred to Appropriations"
1891025,2024-11-12,House,1,Filed
1891025,2025-03-05,House,2,"Read first time"
1891025,2025-03-05,House,3,"Referred to Judiciary & Civil Jurisprudence"
1891025,2025-03-12,House,4,"Scheduled for public hearing on . . ."
1891025,2025-03-12,House,5,"Considered in public hearing"
1891025,2025-03-12,House,6,"Testimony taken/registration(s) recorded in committee"
1891025,2025-03-12,House,7,"Left pending in committee"
1891026,2024-11-12,House,1,Filed
1891026,2025-03-05,House,2,"Read first time"
1891026,2025-03-05,House,3,"Referred to State Affairs"
1891027,2024-11-12,House,1,Filed
1891027,2025-03-03,House,2,"Read first time"
1891027,2025-03-03,House,3,"Referred to Public Health"
1891027,2025-03-17,House,4,"Scheduled for public hearing on . . ."
1891028,2024-11-12,House,1,Filed
1891028,2025-03-06,House,2,"Read first time"
1891028,2025-03-06,House,3,"Referred to Intergovernmental Affairs"
1891029,2024-11-12,House,1,Filed
1891029,2025-03-03,House,2,"Read first time"
1891029,2025-03-03,House,3,"Referred to Trade, Workforce & Economic Development"
1891030,2024-11-12,House,1,Filed
1891030,2025-02-27,House,2,"Read first time"
1891030,2025-02-27,House,3,"Referred to s/c on Transportation Funding by Speaker"
1891031,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891031,2024-11-12,Senate,2,Filed
1891031,2025-02-03,Senate,3,"Read first time"
1891031,2025-02-03,Senate,4,"Referred to Local Government"
1891031,2025-03-10,Senate,5,"Scheduled for public hearing on . . ."
1891031,2025-03-10,Senate,6,"Considered in public hearing"
1891031,2025-03-10,Senate,7,"Testimony taken in committee"
1891031,2025-03-10,Senate,8,"Left pending in committee"
1891031,2025-03-13,Senate,9,"Considered in public hearing"
1891031,2025-03-13,Senate,10,"Vote taken in committee"
1891032,2024-11-12,House,1,Filed
1891032,2025-03-05,House,2,"Read first time"
1891032,2025-03-05,House,3,"Referred to s/c on Dis Prev & Women's & Children's Health by Speaker"
1891033,2024-11-12,House,1,Filed
1891033,2025-02-27,House,2,"Read first time"
1891033,2025-02-27,House,3,"Referred to Criminal Jurisprudence"
1891034,2024-11-12,House,1,Filed
1891034,2025-03-04,House,2,"Read first time"
1891034,2025-03-04,House,3,"Referred to Public Education"
1891035,2024-11-12,House,1,Filed
1891035,2025-03-04,House,2,"Read first time"
1891035,2025-03-04,House,3,"Referred to s/c on Workforce by Speaker"
1891036,2024-11-12,House,1,Filed
1891036,2025-02-28,House,2,"Read first time"
1891036,2025-02-28,House,3,"Referred to Trade, Workforce & Economic Development"
1891037,2024-11-12,House,1,Filed
1891037,2025-03-07,House,2,"Read first time"
1891037,2025-03-07,House,3,"Referred to Pensions, Investments & Financial Services"
1891038,2024-11-12,House,1,Filed
1891038,2025-03-03,House,2,"Read first time"
1891038,2025-03-03,House,3,"Referred to s/c on Property Tax Appraisals by Speaker"
1891039,2024-11-12,House,1,Filed
1891039,2025-03-10,House,2,"Read first time"
1891039,2025-03-10,House,3,"Referred to State Affairs"
1891040,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891040,2024-11-12,Senate,2,Filed
1891040,2025-02-03,Senate,3,"Read first time"
1891040,2025-02-03,Senate,4,"Referred to Local Government"
1891041,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891041,2024-11-12,Senate,2,Filed
1891041,2025-02-03,Senate,3,"Read first time"
1891041,2025-02-03,Senate,4,"Referred to Local Government"
1891041,2025-03-11,Senate,5,"Co-author authorized"
1891042,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891042,2024-11-12,Senate,2,Filed
1891042,2025-02-03,Senate,3,"Read first time"
1891042,2025-02-03,Senate,4,"Referred to Education K-16"
1891043,2024-11-12,House,1,Filed
1891043,2025-02-28,House,2,"Read first time"
1891043,2025-02-28,House,3,"Referred to s/c on Workforce by Speaker"
1891044,2024-11-12,House,1,Filed
1891044,2025-02-28,House,2,"Read first time"
1891044,2025-02-28,House,3,"Referred to Human Services"
1891045,2024-11-12,House,1,Filed
1891045,2025-03-05,House,2,"Read first time"
1891045,2025-03-05,House,3,"Referred to Transportation"
1891046,2024-11-12,House,1,Filed
1891046,2025-03-04,House,2,"Read first time"
1891046,2025-03-04,House,3,"Referred to State Affairs"
1891047,2024-11-12,House,1,Filed
1891047,2025-03-07,House,2,"Read first time"
1891047,2025-03-07,House,3,"Referred to Pensions, Investments & Financial Services"
1891047,2025-03-17,House,4,"Scheduled for public hearing on . . ."
1891048,2024-11-12,House,1,Filed
1891048,2025-03-04,House,2,"Read first time"
1891048,2025-03-04,House,3,"Referred to Human Services"
1891049,2024-11-12,House,1,Filed
1891049,2025-03-07,House,2,"Read first time"
1891049,2025-03-07,House,3,"Referred to Public Education"
1891050,2024-11-12,House,1,Filed
1891050,2025-03-07,House,2,"Read first time"
1891050,2025-03-07,House,3,"Referred to Intergovernmental Affairs"
1891051,2024-11-12,House,1,Filed
1891051,2025-03-04,House,2,"Read first time"
1891051,2025-03-04,House,3,"Referred to State Affairs"
1891052,2024-11-12,House,1,Filed
1891052,2025-03-04,House,2,"Read first time"
1891052,2025-03-04,House,3,"Referred to Public Health"
1891052,2025-03-17,House,4,"Scheduled for public hearing on . . ."
1891053,2024-11-12,House,1,Filed
1891053,2025-03-07,House,2,"Read first time"
1891053,2025-03-07,House,3,"Referred to Public Education"
1891054,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891054,2024-11-12,Senate,2,Filed
1891054,2025-02-03,Senate,3,"Read first time"
1891054,2025-02-03,Senate,4,"Referred to Education K-16"
1891055,2024-11-12,House,1,Filed
1891055,2025-03-05,House,2,"Read first time"
1891055,2025-03-05,House,3,"Referred to Human Services"
1891056,2024-11-12,House,1,Filed
1891056,2025-03-06,House,2,"Read first time"
1891056,2025-03-06,House,3,"Referred to Land & Resource Management"
1891057,2024-11-12,House,1,Filed
1891057,2025-03-05,House,2,"Read first time"
1891057,2025-03-05,House,3,"Referred to Environmental Regulation"
1891058,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891058,2024-11-12,Senate,2,Filed
1891058,2025-02-03,Senate,3,"Read first time"
1891058,2025-02-03,Senate,4,"Referred to Health & Human Services"
1891058,2025-03-18,Senate,5,"Scheduled for public hearing on . . ."
1891059,2024-11-12,House,1,Filed
1891059,2025-03-03,House,2,"Read first time"
1891059,2025-03-03,House,3,"Referred to Appropriations"
1891060,2024-11-12,House,1,Filed
1891060,2025-03-03,House,2,"Read first time"
1891060,2025-03-03,House,3,"Referred to State Affairs"
1891061,2024-11-12,House,1,Filed
1891061,2025-03-03,House,2,"Read first time"
1891061,2025-03-03,House,3,"Referred to Delivery of Government Efficiency"
1891062,2024-11-12,House,1,Filed
1891062,2025-03-05,House,2,"Read first time"
1891062,2025-03-05,House,3,"Referred to Human Services"
1891063,2024-11-12,House,1,Filed
1891063,2025-03-03,House,2,"Read first time"
1891063,2025-03-03,House,3,"Referred to Judiciary & Civil Jurisprudence"
1891063,2025-03-12,House,4,"Scheduled for public hearing on . . ."
1891063,2025-03-12,House,5,"Considered in public hearing"
1891063,2025-03-12,House,6,"Testimony taken/registration(s) recorded in committee"
1891063,2025-03-12,House,7,"Left pending in committee"
1891064,2024-11-12,House,1,Filed
1891064,2025-03-07,House,2,"Read first time"
1891064,2025-03-07,House,3,"Referred to Insurance"
1891065,2024-11-12,House,1,Filed
1891065,2025-03-04,House,2,"Read first time"
1891065,2025-03-04,House,3,"Referred to Public Health"
1891066,2024-11-12,House,1,Filed
1891066,2025-02-28,House,2,"Read first time"
1891066,2025-02-28,House,3,"Referred to Intergovernmental Affairs"
1891067,2024-11-12,House,1,Filed
1891067,2025-03-07,House,2,"Read first time"
1891067,2025-03-07,House,3,"Referred to Insurance"
1891068,2024-11-12,House,1,Filed
1891068,2025-03-03,House,2,"Read first time"
1891068,2025-03-03,House,3,"Referred to Homeland Security, Public Safety & Veterans' Affairs"
1891069,2024-11-12,House,1,Filed
1891069,2025-03-05,House,2,"Referred to Trade, Workforce & Economic Development"
1891070,2024-11-12,House,1,Filed
1891070,2025-03-10,House,2,"Read first time"
1891070,2025-03-10,House,3,"Referred to State Affairs"
1891071,2024-11-12,House,1,Filed
1891071,2025-03-07,House,2,"Read first time"
1891071,2025-03-07,House,3,"Referred to Elections"
1891071,2025-03-20,House,4,"Scheduled for public hearing on . . ."
1891072,2024-11-12,House,1,Filed
1891072,2025-02-28,House,2,"Read first time"
1891072,2025-02-28,House,3,"Referred to Higher Education"
1891073,2024-11-12,House,1,Filed
1891073,2025-02-28,House,2,"Read first time"
1891073,2025-02-28,House,3,"Referred to Criminal Jurisprudence"
1891073,2025-03-11,House,4,"Scheduled for public hearing on . . ."
1891073,2025-03-11,House,5,"Considered in public hearing"
1891073,2025-03-11,House,6,"Testimony taken/registration(s) recorded in committee"
1891073,2025-03-11,House,7,"Left pending in committee"
1891074,2024-11-12,House,1,Filed
1891074,2025-03-03,House,2,"Read first time"
1891074,2025-03-03,House,3,"Referred to s/c on Property Tax Appraisals by Speaker"
1891074,2025-03-20,House,4,"Scheduled for public hearing in s/c on . . ."
1891075,2024-11-12,House,1,Filed
1891075,2025-03-03,House,2,"Read first time"
1891075,2025-03-03,House,3,"Referred to Elections"
1891076,2024-11-12,House,1,Filed
1891076,2025-02-27,House,2,"Read first time"
1891076,2025-02-27,House,3,"Referred to Public Education"
1891077,2024-11-12,House,1,Filed
1891077,2025-03-04,House,2,"Read first time"
1891077,2025-03-04,House,3,"Referred to Ways & Means"
1891078,2024-11-12,House,1,Filed
1891078,2025-02-28,House,2,"Read first time"
1891078,2025-02-28,House,3,"Referred to Criminal Jurisprudence"
1891079,2024-11-12,House,1,Filed
1891079,2025-03-06,House,2,"Read first time"
1891079,2025-03-06,House,3,"Referred to Trade, Workforce & Economic Development"
1891080,2024-11-12,House,1,Filed
1891080,2025-03-03,House,2,"Read first time"
1891080,2025-03-03,House,3,"Referred to Ways & Means"
1891081,2024-11-12,House,1,Filed
1891081,2025-03-07,House,2,"Read first time"
1891081,2025-03-07,House,3,"Referred to Insurance"
1891082,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1891082,2024-11-12,Senate,2,Filed
1891082,2025-02-03,Senate,3,"Read first time"
1891082,2025-02-03,Senate,4,"Referred to Finance"
1891083,2024-11-12,House,1,Filed
1891083,2025-03-04,House,2,"Read first time"
